value
AACG UQ Equity
AACI UQ Equity
AADI UR Equity
AAL UW Equity
AAME UQ Equity
AAOI UQ Equity
AAON UW Equity
AAPL UW Equity
AATC UR Equity
AAWW UW Equity
ABCB UW Equity
ABCL UW Equity
ABCM UW Equity
ABEO UR Equity
ABGI UR Equity
ABIO UR Equity
ABMD UW Equity
ABNB UW Equity
ABOS UW Equity
ABSI UW Equity
ABST UW Equity
ABTX UQ Equity
ABUS UW Equity
ABVC UR Equity
ACAD UW Equity
ACAH UR Equity
ACB UW Equity
ACBA UR Equity
ACBI UW Equity
ACCD UW Equity
ACER UR Equity
ACET UQ Equity
ACEV UR Equity
ACGL UW Equity
ACHC UW Equity
ACHL UW Equity
ACHV UR Equity
ACIU UQ Equity
ACIW UW Equity
ACLS UW Equity
ACMR UQ Equity
ACNB UR Equity
ACOR UW Equity
ACQR UR Equity
ACRS UW Equity
ACRX UQ Equity
ACST UR Equity
ACT UW Equity
ACTD UR Equity
ACTG UW Equity
ACVA UW Equity
ACXP UR Equity
ADAG UQ Equity
ADAL UQ Equity
ADAP UW Equity
ADBE UW Equity
ADER UR Equity
ADES UQ Equity
ADGI UQ Equity
ADI UW Equity
ADIL UR Equity
ADMA UQ Equity
ADMP UR Equity
ADN UR Equity
ADOC UR Equity
ADP UW Equity
ADPT UW Equity
ADSE UR Equity
ADSK UW Equity
ADTH UR Equity
ADTN UW Equity
ADTX UR Equity
ADUS UW Equity
ADV UW Equity
ADVM UQ Equity
ADXN UR Equity
AEAC UR Equity
AEAE UQ Equity
AEHA UQ Equity
AEHL UR Equity
AEHR UR Equity
AEI UR Equity
AEIS UW Equity
AEMD UR Equity
AEP UW Equity
AERC UR Equity
AERI UQ Equity
AESE UR Equity
AEY UR Equity
AEYE UR Equity
AEZS UR Equity
AFAC UQ Equity
AFAQ UR Equity
AFBI UR Equity
AFCG UQ Equity
AFIB UW Equity
AFIN UW Equity
AFMD UQ Equity
AFRM UW Equity
AFYA UW Equity
AGBA UR Equity
AGEN UR Equity
AGFS UW Equity
AGFY UR Equity
AGGR UR Equity
AGIL UR Equity
AGIO UW Equity
AGLE UQ Equity
AGMH UR Equity
AGNC UW Equity
AGRI UR Equity
AGRX UR Equity
AGTC UQ Equity
AGYS UW Equity
AHCO UR Equity
AHG UQ Equity
AHI UR Equity
AHPA UR Equity
AHPI UR Equity
AIH UQ Equity
AIHS UR Equity
AIKI UR Equity
AIMC UW Equity
AIP UQ Equity
AIRG UR Equity
AIRS UQ Equity
AIRT UQ Equity
AKAM UW Equity
AKBA UQ Equity
AKIC UR Equity
AKRO UW Equity
AKTS UR Equity
AKTX UR Equity
AKU UR Equity
AKUS UW Equity
AKYA UW Equity
ALAC UR Equity
ALBO UR Equity
ALCO UW Equity
ALDX UR Equity
ALEC UW Equity
ALF UR Equity
ALGM UW Equity
ALGN UW Equity
ALGS UW Equity
ALGT UW Equity
ALHC UW Equity
ALIM UQ Equity
ALJJ UQ Equity
ALKS UW Equity
ALKT UW Equity
ALLK UW Equity
ALLO UW Equity
ALLR UQ Equity
ALLT UW Equity
ALNA UW Equity
ALNY UW Equity
ALOT UQ Equity
ALPA UR Equity
ALPN UQ Equity
ALPP UR Equity
ALRM UW Equity
ALRN UR Equity
ALRS UR Equity
ALT UQ Equity
ALTM UQ Equity
ALTO UR Equity
ALTR UW Equity
ALTU UR Equity
ALVR UW Equity
ALXO UW Equity
ALYA UR Equity
ALZN UR Equity
AMAL UQ Equity
AMAO UR Equity
AMAT UW Equity
AMBA UW Equity
AMCI UR Equity
AMCX UW Equity
AMD UW Equity
AMED UW Equity
AMEH UR Equity
AMGN UW Equity
AMKR UW Equity
AMLX UW Equity
AMNB UW Equity
AMOT UQ Equity
AMPG UR Equity
AMPH UW Equity
AMPL UR Equity
AMRK UW Equity
AMRN UQ Equity
AMRS UW Equity
AMSC UW Equity
AMSF UW Equity
AMST UR Equity
AMSWA UW Equity
AMTB UW Equity
AMTI UW Equity
AMTX UQ Equity
AMWD UW Equity
AMYT UW Equity
AMZN UW Equity
ANAB UW Equity
ANAT UW Equity
ANDE UW Equity
ANEB UR Equity
ANGI UW Equity
ANGN UW Equity
ANGO UW Equity
ANIK UW Equity
ANIP UQ Equity
ANIX UR Equity
ANNX UW Equity
ANPC UQ Equity
ANSS UW Equity
ANTE UR Equity
ANY UR Equity
ANZU UR Equity
AOSL UW Equity
AOUT UW Equity
APA UW Equity
APAC UR Equity
APCX UR Equity
APDN UR Equity
APEI UW Equity
APEN UQ Equity
API UW Equity
APLS UW Equity
APLT UQ Equity
APM UQ Equity
APMI UR Equity
APOG UW Equity
APP UW Equity
APPF UQ Equity
APPH UW Equity
APPN UQ Equity
APPS UR Equity
APR UW Equity
APRE UW Equity
APTM UR Equity
APTO UR Equity
APTX UW Equity
APVO UR Equity
APWC UR Equity
APYX UW Equity
AQB UR Equity
AQMS UR Equity
AQST UQ Equity
ARAV UW Equity
ARAY UW Equity
ARBE UR Equity
ARBG UR Equity
ARBK UW Equity
ARCB UW Equity
ARCE UW Equity
ARCK UQ Equity
ARCT UQ Equity
ARDS UR Equity
ARDX UQ Equity
AREC UR Equity
ARGU UQ Equity
ARGX UW Equity
ARHS UW Equity
ARIZ UQ Equity
ARKO UR Equity
ARKR UQ Equity
ARLP UW Equity
ARNA UW Equity
AROW UW Equity
ARQQ UR Equity
ARQT UW Equity
ARRW UR Equity
ARRY UQ Equity
ARTA UR Equity
ARTE UQ Equity
ARTL UR Equity
ARTNA UW Equity
ARTW UR Equity
ARVL UW Equity
ARVN UW Equity
ARWR UW Equity
ARYD UR Equity
ARYE UR Equity
ASAX UR Equity
ASLE UR Equity
ASLN UQ Equity
ASMB UW Equity
ASML UW Equity
ASND UW Equity
ASO UW Equity
ASPA UR Equity
ASPC UR Equity
ASPS UW Equity
ASPU UQ Equity
ASRT UR Equity
ASRV UQ Equity
ASTC UR Equity
ASTE UW Equity
ASTL UQ Equity
ASTR UW Equity
ASTS UW Equity
ASUR UR Equity
ASYS UW Equity
ATAI UQ Equity
ATAX UW Equity
ATCX UQ Equity
ATEC UW Equity
ATER UR Equity
ATEX UR Equity
ATHA UW Equity
ATHE UR Equity
ATHX UR Equity
ATIF UR Equity
ATLC UW Equity
ATLO UR Equity
ATNF UR Equity
ATNI UW Equity
ATNX UW Equity
ATOM UR Equity
ATOS UR Equity
ATRA UW Equity
ATRC UQ Equity
ATRI UW Equity
ATRO UW Equity
ATRS UR Equity
ATSG UW Equity
ATVC UR Equity
ATVI UW Equity
ATXI UR Equity
ATXS UQ Equity
ATY UR Equity
AUB UW Equity
AUBN UQ Equity
AUDC UW Equity
AUGX UR Equity
AUID UR Equity
AUPH UQ Equity
AUR UW Equity
AURA UQ Equity
AURC UR Equity
AUTL UW Equity
AUTO UR Equity
AUUD UR Equity
AUVI UR Equity
AVAC UQ Equity
AVAH UW Equity
AVAV UW Equity
AVCO UR Equity
AVCT UR Equity
AVDL UQ Equity
AVDX UW Equity
AVEO UR Equity
AVGO UW Equity
AVGR UR Equity
AVHI UQ Equity
AVID UW Equity
AVIR UW Equity
AVNW UW Equity
AVO UW Equity
AVPT UW Equity
AVRO UW Equity
AVT UW Equity
AVTE UQ Equity
AVTX UR Equity
AVXL UW Equity
AWH UR Equity
AWRE UQ Equity
AXDX UR Equity
AXGN UR Equity
AXLA UQ Equity
AXNX UW Equity
AXON UW Equity
AXSM UQ Equity
AXTI UW Equity
AY UW Equity
AYLA UQ Equity
AYRO UR Equity
AYTU UR Equity
AZ UR Equity
AZN UW Equity
AZPN UW Equity
AZTA UW Equity
AZYO UQ Equity
BAFN UR Equity
BAND UW Equity
BANF UW Equity
BANR UW Equity
BAOS UR Equity
BASE UW Equity
BATRA UW Equity
BATRK UW Equity
BBBY UW Equity
BBCP UR Equity
BBGI UQ Equity
BBI UR Equity
BBIG UR Equity
BBIO UW Equity
BBLG UR Equity
BBQ UW Equity
BBSI UW Equity
BCAB UQ Equity
BCAC UR Equity
BCBP UQ Equity
BCDA UR Equity
BCEL UW Equity
BCLI UR Equity
BCML UW Equity
BCOR UW Equity
BCOV UW Equity
BCOW UR Equity
BCPC UW Equity
BCRX UW Equity
BCSA UQ Equity
BCTX UR Equity
BCYC UW Equity
BDSI UW Equity
BDSX UQ Equity
BDTX UW Equity
BEAM UW Equity
BEAT UR Equity
BECN UW Equity
BEEM UR Equity
BELFA UW Equity
BELFB UW Equity
BENE UR Equity
BFC UR Equity
BFI UQ Equity
BFIN UW Equity
BFRA UR Equity
BFRI UR Equity
BFST UW Equity
BGCP UW Equity
BGFV UW Equity
BGNE UW Equity
BGRY UW Equity
BHAC UQ Equity
BHAT UR Equity
BHF UW Equity
BHSE UR Equity
BIDU UW Equity
BIGC UQ Equity
BIIB UW Equity
BILI UW Equity
BIMI UR Equity
BIOC UR Equity
BIOL UR Equity
BIOT UR Equity
BIOX UW Equity
BIRD UW Equity
BITF UQ Equity
BIVI UR Equity
BJDX UR Equity
BJRI UW Equity
BKEP UQ Equity
BKNG UW Equity
BKR UW Equity
BKSC UR Equity
BKYI UR Equity
BL UW Equity
BLBD UQ Equity
BLBX UR Equity
BLCM UR Equity
BLCT UQ Equity
BLDE UR Equity
BLDP UQ Equity
BLEU UQ Equity
BLFS UR Equity
BLFY UW Equity
BLI UW Equity
BLIN UR Equity
BLKB UW Equity
BLMN UW Equity
BLNG UR Equity
BLNK UR Equity
BLPH UR Equity
BLRX UR Equity
BLSA UR Equity
BLTS UR Equity
BLU UW Equity
BLUE UW Equity
BLZE UQ Equity
BMAQ UQ Equity
BMBL UW Equity
BMEA UW Equity
BMRA UR Equity
BMRC UR Equity
BMRN UW Equity
BNFT UQ Equity
BNGO UR Equity
BNIX UR Equity
BNNR UR Equity
BNOX UQ Equity
BNR UQ Equity
BNSO UR Equity
BNTC UR Equity
BNTX UW Equity
BOKF UW Equity
BOLT UW Equity
BOMN UR Equity
BON UR Equity
BOOM UW Equity
BOSC UR Equity
BOTJ UR Equity
BOXL UR Equity
BPMC UW Equity
BPOP UW Equity
BPRN UW Equity
BPTH UR Equity
BPTS UR Equity
BRAG UW Equity
BRCN UR Equity
BREZ UR Equity
BRID UQ Equity
BRIV UR Equity
BRKL UW Equity
BRKR UW Equity
BRLI UR Equity
BRLT UQ Equity
BROG UR Equity
BRP UW Equity
BRPM UR Equity
BRQS UR Equity
BRTX UR Equity
BRY UW Equity
BRZE UW Equity
BSBK UR Equity
BSET UW Equity
BSFC UR Equity
BSGA UR Equity
BSGM UR Equity
BSKY UR Equity
BSQR UR Equity
BSRR UW Equity
BSVN UW Equity
BSY UW Equity
BTAI UR Equity
BTAQ UR Equity
BTB UR Equity
BTBD UR Equity
BTBT UR Equity
BTCS UR Equity
BTCY UR Equity
BTNB UR Equity
BTRS UW Equity
BTTX UR Equity
BTWN UR Equity
BTX UQ Equity
BUSE UW Equity
BVS UW Equity
BVXV UR Equity
BWAC UR Equity
BWAY UQ Equity
BWB UR Equity
BWC UR Equity
BWEN UR Equity
BWFG UQ Equity
BWMN UQ Equity
BWMX UR Equity
BXRX UR Equity
BYFC UR Equity
BYND UW Equity
BYRN UR Equity
BYSI UR Equity
BYTS UR Equity
BZ UW Equity
BZFD UR Equity
BZUN UW Equity
CAAS UR Equity
CABA UW Equity
CAC UW Equity
CACC UW Equity
CADL UQ Equity
CAKE UW Equity
CALA UW Equity
CALB UW Equity
CALM UW Equity
CALT UW Equity
CAMP UW Equity
CAMT UQ Equity
CAN UQ Equity
CAPR UR Equity
CAR UW Equity
CARA UQ Equity
CARE UW Equity
CARG UW Equity
CARV UR Equity
CASA UW Equity
CASH UW Equity
CASI UR Equity
CASS UW Equity
CASY UW Equity
CATC UR Equity
CATY UW Equity
CBAN UQ Equity
CBAT UR Equity
CBAY UW Equity
CBFV UQ Equity
CBIO UR Equity
CBNK UW Equity
CBRG UQ Equity
CBRL UW Equity
CBSH UW Equity
CBTX UW Equity
CCAI UQ Equity
CCAP UQ Equity
CCB UW Equity
CCBG UW Equity
CCCC UW Equity
CCEL UR Equity
CCEP UW Equity
CCLP UW Equity
CCMP UW Equity
CCNC UR Equity
CCNE UW Equity
CCOI UW Equity
CCRN UW Equity
CCSI UW Equity
CCTS UQ Equity
